sample_id,taxid,name,lvl_type,rank,reads_all,reads_lvl,relative_abundance_all,relative_abundance_lvl
SAMP_013,1091,Taxon_1091,D,D,848.0,500.0,0.8653061224489796,0.5102040816326531
SAMP_013,1093,Taxon_1093,C,class,466.0,293.0,0.47551020408163264,0.29897959183673467
SAMP_013,1094,Taxon_1094,O,order,627.0,101.0,0.639795918367347,0.10306122448979592
SAMP_013,1095,Taxon_1095,F,family,142.0,54.0,0.14489795918367346,0.05510204081632653
SAMP_013,1096,Taxon_1096,G,genus,200.0,108.0,0.20408163265306123,0.11020408163265306
SAMP_013,1097,Taxon_1097,S,species,179.0,75.0,0.1826530612244898,0.07653061224489796
SAMP_013,1099,Taxon_1099,P,phylum,363.0,272.0,0.3704081632653061,0.27755102040816326
SAMP_014,1002,Taxon_1002,C,class,144.0,126.0,0.1448692152917505,0.1267605633802817
SAMP_014,1003,Taxon_1003,O,order,326.0,122.0,0.32796780684104626,0.1227364185110664
SAMP_014,1004,Taxon_1004,F,family,362.0,133.0,0.3641851106639839,0.13380281690140844
SAMP_014,1007,Taxon_1007,D,D,354.0,66.0,0.3561368209255533,0.06639839034205232
SAMP_014,1008,Taxon_1008,P,phylum,799.0,494.0,0.8038229376257545,0.4969818913480885
SAMP_014,1009,Taxon_1009,C,class,163.0,130.0,0.16398390342052313,0.13078470824949698
SAMP_014,1011,Taxon_1011,F,family,965.0,205.0,0.9708249496981891,0.2062374245472837
SAMP_014,1014,Taxon_1014,D,D,397.0,54.0,0.3993963782696177,0.05432595573440644
SAMP_014,1015,Taxon_1015,P,phylum,932.0,582.0,0.937625754527163,0.5855130784708249
SAMP_014,1016,Taxon_1016,C,class,879.0,464.0,0.8843058350100603,0.46680080482897385
SAMP_014,1017,Taxon_1017,O,order,462.0,76.0,0.4647887323943662,0.07645875251509054
SAMP_014,1018,Taxon_1018,F,family,750.0,95.0,0.7545271629778671,0.09557344064386318
SAMP_014,1019,Taxon_1019,G,genus,835.0,744.0,0.8400402414486922,0.7484909456740443
SAMP_014,1021,Taxon_1021,D,D,186.0,84.0,0.18712273641851107,0.08450704225352113
SAMP_014,1022,Taxon_1022,P,phylum,719.0,362.0,0.7233400402414487,0.3641851106639839
SAMP_014,1025,Taxon_1025,F,family,189.0,72.0,0.19014084507042253,0.07243460764587525
SAMP_014,1027,Taxon_1027,S,species,428.0,216.0,0.4305835010060362,0.21730382293762576
SAMP_014,1031,Taxon_1031,O,order,236.0,105.0,0.23742454728370221,0.1056338028169014
SAMP_014,1033,Taxon_1033,G,genus,286.0,170.0,0.28772635814889336,0.1710261569416499
SAMP_014,1034,Taxon_1034,S,species,770.0,486.0,0.7746478873239436,0.48893360160965793
SAMP_014,1035,Taxon_1035,D,D,757.0,378.0,0.761569416498994,0.38028169014084506
SAMP_014,1036,Taxon_1036,P,phylum,135.0,83.0,0.1358148893360161,0.08350100603621731
SAMP_014,1037,Taxon_1037,C,class,791.0,93.0,0.795774647887324,0.09356136820925554
SAMP_014,1040,Taxon_1040,G,genus,158.0,32.0,0.158953722334004,0.03219315895372234
SAMP_014,1041,Taxon_1041,S,species,200.0,35.0,0.2012072434607646,0.035211267605633804
SAMP_014,1042,Taxon_1042,D,D,486.0,283.0,0.48893360160965793,0.28470824949698187
SAMP_014,1043,Taxon_1043,P,phylum,556.0,288.0,0.5593561368209256,0.289738430583501
SAMP_014,1044,Taxon_1044,C,class,961.0,291.0,0.9668008048289738,0.29275653923541245
SAMP_014,1046,Taxon_1046,F,family,582.0,287.0,0.5855130784708249,0.2887323943661972
SAMP_014,1047,Taxon_1047,G,genus,503.0,128.0,0.506036217303823,0.12877263581488935
SAMP_014,1048,Taxon_1048,S,species,875.0,543.0,0.8802816901408451,0.5462776659959758
SAMP_014,1053,Taxon_1053,F,family,975.0,145.0,0.9808853118712274,0.14587525150905434
SAMP_014,1054,Taxon_1054,G,genus,994.0,328.0,1.0,0.3299798792756539
SAMP_014,1056,Taxon_1056,D,D,457.0,398.0,0.4597585513078471,0.40040241448692154
SAMP_014,1058,Taxon_1058,C,class,657.0,145.0,0.6609657947686117,0.14587525150905434
SAMP_014,1059,Taxon_1059,O,order,881.0,715.0,0.886317907444668,0.7193158953722334
SAMP_014,1063,Taxon_1063,D,D,422.0,42.0,0.4245472837022133,0.04225352112676056
SAMP_014,1065,Taxon_1065,C,class,609.0,130.0,0.6126760563380281,0.13078470824949698
SAMP_014,1066,Taxon_1066,O,order,170.0,19.0,0.1710261569416499,0.019114688128772636
SAMP_014,1067,Taxon_1067,F,family,381.0,179.0,0.38329979879275655,0.18008048289738432
SAMP_014,1068,Taxon_1068,G,genus,172.0,146.0,0.17303822937625754,0.14688128772635814
SAMP_014,1069,Taxon_1069,S,species,662.0,237.0,0.6659959758551308,0.23843058350100604
SAMP_014,1070,Taxon_1070,D,D,452.0,284.0,0.45472837022132795,0.2857142857142857
SAMP_014,1071,Taxon_1071,P,phylum,349.0,217.0,0.35110663983903423,0.21830985915492956
SAMP_014,1072,Taxon_1072,C,class,901.0,271.0,0.9064386317907445,0.272635814889336
SAMP_014,1073,Taxon_1073,O,order,951.0,589.0,0.9567404426559356,0.5925553319919518
SAMP_014,1074,Taxon_1074,F,family,633.0,170.0,0.6368209255533199,0.1710261569416499
SAMP_014,1075,Taxon_1075,G,genus,493.0,97.0,0.4959758551307847,0.09758551307847083
SAMP_014,1077,Taxon_1077,D,D,3.0,0.0,0.0030181086519114686,0.0
SAMP_014,1078,Taxon_1078,P,phylum,92.0,82.0,0.0925553319919517,0.08249496981891348
SAMP_014,1079,Taxon_1079,C,class,918.0,226.0,0.9235412474849095,0.22736418511066397
SAMP_014,1084,Taxon_1084,D,D,782.0,467.0,0.7867203219315896,0.46981891348088534
SAMP_014,1087,Taxon_1087,O,order,607.0,295.0,0.6106639839034205,0.29678068410462777
SAMP_014,1088,Taxon_1088,F,family,456.0,329.0,0.45875251509054327,0.33098591549295775
SAMP_014,1089,Taxon_1089,G,genus,740.0,472.0,0.744466800804829,0.47484909456740443
SAMP_014,1093,Taxon_1093,C,class,623.0,463.0,0.6267605633802817,0.46579476861167
SAMP_014,1094,Taxon_1094,O,order,375.0,156.0,0.3772635814889336,0.15694164989939638
SAMP_014,1095,Taxon_1095,F,family,890.0,662.0,0.8953722334004024,0.6659959758551308
SAMP_014,1096,Taxon_1096,G,genus,446.0,255.0,0.448692152917505,0.25653923541247486
SAMP_014,1099,Taxon_1099,P,phylum,650.0,253.0,0.6539235412474849,0.2545271629778672
SAMP_015,1002,Taxon_1002,C,class,868.0,404.0,0.9004149377593361,0.4190871369294606
SAMP_015,1003,Taxon_1003,O,order,657.0,274.0,0.6815352697095436,0.2842323651452282
SAMP_015,1004,Taxon_1004,F,family,727.0,337.0,0.754149377593361,0.3495850622406639
SAMP_015,1005,Taxon_1005,G,genus,909.0,392.0,0.9429460580912863,0.4066390041493776
SAMP_015,1006,Taxon_1006,S,species,673.0,460.0,0.6981327800829875,0.47717842323651455
SAMP_015,1009,Taxon_1009,C,class,331.0,80.0,0.3433609958506224,0.08298755186721991
SAMP_015,1010,Taxon_1010,O,order,149.0,46.0,0.1545643153526971,0.04771784232365145
SAMP_015,1011,Taxon_1011,F,family,453.0,235.0,0.4699170124481328,0.2437759336099585
SAMP_015,1013,Taxon_1013,S,species,684.0,543.0,0.7095435684647303,0.5632780082987552
SAMP_015,1014,Taxon_1014,D,D,419.0,141.0,0.4346473029045643,0.1462655601659751
SAMP_015,1015,Taxon_1015,P,phylum,21.0,4.0,0.021784232365145227,0.004149377593360996
SAMP_015,1016,Taxon_1016,C,class,205.0,131.0,0.21265560165975103,0.1358921161825726
SAMP_015,1017,Taxon_1017,O,order,638.0,83.0,0.6618257261410788,0.08609958506224066
SAMP_015,1021,Taxon_1021,D,D,439.0,58.0,0.4553941908713693,0.06016597510373444
SAMP_015,1024,Taxon_1024,O,order,928.0,179.0,0.9626556016597511,0.18568464730290457
SAMP_015,1026,Taxon_1026,G,genus,163.0,54.0,0.1690871369294606,0.056016597510373446
SAMP_015,1028,Taxon_1028,D,D,529.0,339.0,0.5487551867219918,0.3516597510373444
SAMP_015,1030,Taxon_1030,C,class,194.0,42.0,0.2012448132780083,0.043568464730290454
SAMP_015,1034,Taxon_1034,S,species,122.0,97.0,0.12655601659751037,0.10062240663900415
SAMP_015,1035,Taxon_1035,D,D,399.0,158.0,0.4139004149377593,0.16390041493775934
SAMP_015,1037,Taxon_1037,C,class,964.0,500.0,1.0,0.5186721991701245
SAMP_015,1038,Taxon_1038,O,order,451.0,160.0,0.4678423236514523,0.16597510373443983
SAMP_015,1041,Taxon_1041,S,species,754.0,196.0,0.7821576763485477,0.2033195020746888
SAMP_015,1042,Taxon_1042,D,D,461.0,162.0,0.4782157676348548,0.16804979253112035
SAMP_015,1043,Taxon_1043,P,phylum,742.0,543.0,0.7697095435684648,0.5632780082987552
SAMP_015,1048,Taxon_1048,S,species,911.0,585.0,0.9450207468879668,0.6068464730290456
SAMP_015,1049,Taxon_1049,D,D,336.0,120.0,0.34854771784232363,0.12448132780082988
SAMP_015,1050,Taxon_1050,P,phylum,598.0,532.0,0.6203319502074689,0.5518672199170125
SAMP_015,1051,Taxon_1051,C,class,141.0,50.0,0.1462655601659751,0.05186721991701245
SAMP_015,1054,Taxon_1054,G,genus,557.0,412.0,0.5778008298755186,0.42738589211618255
SAMP_015,1055,Taxon_1055,S,species,799.0,380.0,0.828838174273859,0.3941908713692946
SAMP_015,1058,Taxon_1058,C,class,400.0,43.0,0.4149377593360996,0.044605809128630707
SAMP_015,1061,Taxon_1061,G,genus,494.0,359.0,0.5124481327800829,0.3724066390041494
SAMP_015,1063,Taxon_1063,D,D,609.0,227.0,0.6317427385892116,0.2354771784232365
SAMP_015,1068,Taxon_1068,G,genus,854.0,325.0,0.8858921161825726,0.33713692946058094
SAMP_015,1075,Taxon_1075,G,genus,864.0,606.0,0.8962655601659751,0.6286307053941909
SAMP_015,1080,Taxon_1080,O,order,475.0,123.0,0.4927385892116183,0.1275933609958506
SAMP_015,1081,Taxon_1081,F,family,82.0,25.0,0.08506224066390042,0.025933609958506226
SAMP_015,1084,Taxon_1084,D,D,189.0,51.0,0.19605809128630705,0.052904564315352696
SAMP_015,1086,Taxon_1086,C,class,799.0,377.0,0.828838174273859,0.39107883817427386
SAMP_015,1088,Taxon_1088,F,family,908.0,101.0,0.941908713692946,0.10477178423236515
SAMP_015,1089,Taxon_1089,G,genus,250.0,74.0,0.25933609958506226,0.07676348547717843
SAMP_015,1090,Taxon_1090,S,species,723.0,573.0,0.75,0.5943983402489627
SAMP_015,1091,Taxon_1091,D,D,290.0,67.0,0.3008298755186722,0.06950207468879668
SAMP_015,1092,Taxon_1092,P,phylum,644.0,278.0,0.6680497925311203,0.2883817427385892
SAMP_015,1093,Taxon_1093,C,class,200.0,22.0,0.2074688796680498,0.022821576763485476
SAMP_015,1094,Taxon_1094,O,order,796.0,384.0,0.8257261410788381,0.3983402489626556
SAMP_015,1097,Taxon_1097,S,species,408.0,310.0,0.42323651452282157,0.3215767634854772
SAMP_015,1099,Taxon_1099,P,phylum,789.0,257.0,0.8184647302904564,0.266597510373444
SAMP_016,1000,Taxon_1000,D,D,442.0,88.0,0.44377510040160645,0.08835341365461848
SAMP_016,1003,Taxon_1003,O,order,806.0,258.0,0.8092369477911646,0.25903614457831325
SAMP_016,1005,Taxon_1005,G,genus,782.0,154.0,0.785140562248996,0.15461847389558234
SAMP_016,1009,Taxon_1009,C,class,878.0,655.0,0.8815261044176707,0.6576305220883534
SAMP_016,1010,Taxon_1010,O,order,386.0,227.0,0.38755020080321284,0.22791164658634538
SAMP_016,1011,Taxon_1011,F,family,338.0,113.0,0.3393574297188755,0.11345381526104417
SAMP_016,1012,Taxon_1012,G,genus,777.0,236.0,0.7801204819277109,0.23694779116465864
SAMP_016,1014,Taxon_1014,D,D,28.0,6.0,0.028112449799196786,0.006024096385542169
SAMP_016,1016,Taxon_1016,C,class,34.0,24.0,0.03413654618473896,0.024096385542168676
SAMP_016,1017,Taxon_1017,O,order,517.0,210.0,0.5190763052208835,0.21084337349397592
SAMP_016,1019,Taxon_1019,G,genus,622.0,357.0,0.6244979919678715,0.35843373493975905
SAMP_016,1023,Taxon_1023,C,class,146.0,35.0,0.1465863453815261,0.035140562248995984
SAMP_016,1027,Taxon_1027,S,species,121.0,68.0,0.1214859437751004,0.06827309236947791
SAMP_016,1031,Taxon_1031,O,order,690.0,282.0,0.6927710843373494,0.28313253012048195
SAMP_016,1032,Taxon_1032,F,family,596.0,471.0,0.5983935742971888,0.47289156626506024
SAMP_016,1034,Taxon_1034,S,species,556.0,186.0,0.5582329317269076,0.18674698795180722
SAMP_016,1036,Taxon_1036,P,phylum,854.0,312.0,0.857429718875502,0.3132530120481928
SAMP_016,1038,Taxon_1038,O,order,332.0,220.0,0.3333333333333333,0.22088353413654618
SAMP_016,1039,Taxon_1039,F,family,194.0,122.0,0.19477911646586346,0.12248995983935743
SAMP_016,1043,Taxon_1043,P,phylum,333.0,38.0,0.33433734939759036,0.03815261044176707
SAMP_016,1047,Taxon_1047,G,genus,838.0,511.0,0.8413654618473896,0.5130522088353414
SAMP_016,1051,Taxon_1051,C,class,789.0,79.0,0.7921686746987951,0.07931726907630522
SAMP_016,1054,Taxon_1054,G,genus,996.0,266.0,1.0,0.26706827309236947
SAMP_016,1055,Taxon_1055,S,species,427.0,184.0,0.428714859437751,0.18473895582329317
SAMP_016,1057,Taxon_1057,P,phylum,265.0,219.0,0.2660642570281124,0.21987951807228914
SAMP_016,1058,Taxon_1058,C,class,490.0,64.0,0.4919678714859438,0.0642570281124498
SAMP_016,1063,Taxon_1063,D,D,368.0,273.0,0.36947791164658633,0.2740963855421687
SAMP_016,1064,Taxon_1064,P,phylum,984.0,164.0,0.9879518072289156,0.1646586345381526
SAMP_016,1066,Taxon_1066,O,order,11.0,4.0,0.01104417670682731,0.004016064257028112
SAMP_016,1067,Taxon_1067,F,family,344.0,278.0,0.3453815261044177,0.2791164658634538
SAMP_016,1068,Taxon_1068,G,genus,464.0,102.0,0.46586345381526106,0.10240963855421686
SAMP_016,1069,Taxon_1069,S,species,699.0,154.0,0.7018072289156626,0.15461847389558234
SAMP_016,1071,Taxon_1071,P,phylum,493.0,70.0,0.49497991967871485,0.07028112449799197
SAMP_016,1072,Taxon_1072,C,class,367.0,90.0,0.3684738955823293,0.09036144578313253
SAMP_016,1073,Taxon_1073,O,order,845.0,736.0,0.8483935742971888,0.7389558232931727
SAMP_016,1075,Taxon_1075,G,genus,419.0,253.0,0.4206827309236948,0.2540160642570281
SAMP_016,1077,Taxon_1077,D,D,790.0,310.0,0.7931726907630522,0.3112449799196787
SAMP_016,1078,Taxon_1078,P,phylum,170.0,37.0,0.1706827309236948,0.03714859437751004
SAMP_016,1080,Taxon_1080,O,order,964.0,337.0,0.9678714859437751,0.33835341365461846
SAMP_016,1081,Taxon_1081,F,family,426.0,259.0,0.42771084337349397,0.2600401606425703
SAMP_016,1082,Taxon_1082,G,genus,24.0,10.0,0.024096385542168676,0.010040160642570281
SAMP_016,1084,Taxon_1084,D,D,189.0,98.0,0.1897590361445783,0.09839357429718876
SAMP_016,1086,Taxon_1086,C,class,554.0,415.0,0.5562248995983936,0.4166666666666667
SAMP_016,1087,Taxon_1087,O,order,845.0,642.0,0.8483935742971888,0.6445783132530121
SAMP_016,1088,Taxon_1088,F,family,795.0,585.0,0.7981927710843374,0.5873493975903614
SAMP_016,1090,Taxon_1090,S,species,314.0,223.0,0.3152610441767068,0.22389558232931728
SAMP_016,1091,Taxon_1091,D,D,443.0,95.0,0.44477911646586343,0.09538152610441768
SAMP_016,1092,Taxon_1092,P,phylum,318.0,199.0,0.3192771084337349,0.19979919678714858
SAMP_016,1093,Taxon_1093,C,class,440.0,269.0,0.44176706827309237,0.2700803212851406
SAMP_016,1094,Taxon_1094,O,order,91.0,10.0,0.09136546184738956,0.010040160642570281
SAMP_016,1096,Taxon_1096,G,genus,55.0,45.0,0.055220883534136546,0.045180722891566265
SAMP_016,1097,Taxon_1097,S,species,154.0,48.0,0.15461847389558234,0.04819277108433735
SAMP_016,1099,Taxon_1099,P,phylum,110.0,18.0,0.11044176706827309,0.018072289156626505
SAMP_017,1000,Taxon_1000,D,D,591.0,467.0,0.6247357293868921,0.49365750528541225
SAMP_017,1001,Taxon_1001,P,phylum,499.0,156.0,0.5274841437632135,0.1649048625792812
SAMP_017,1004,Taxon_1004,F,family,272.0,98.0,0.28752642706131076,0.10359408033826638
SAMP_017,1005,Taxon_1005,G,genus,702.0,605.0,0.7420718816067653,0.6395348837209303
SAMP_017,1006,Taxon_1006,S,species,172.0,33.0,0.18181818181818182,0.03488372093023256
SAMP_017,1008,Taxon_1008,P,phylum,6.0,4.0,0.006342494714587738,0.004228329809725159
SAMP_017,1009,Taxon_1009,C,class,154.0,23.0,0.16279069767441862,0.024312896405919663
SAMP_017,1010,Taxon_1010,O,order,521.0,465.0,0.5507399577167019,0.4915433403805497
SAMP_017,1011,Taxon_1011,F,family,545.0,469.0,0.5761099365750528,0.49577167019027485
SAMP_017,1013,Taxon_1013,S,species,920.0,487.0,0.9725158562367865,0.514799154334038
SAMP_017,1017,Taxon_1017,O,order,214.0,59.0,0.226215644820296,0.06236786469344609
SAMP_017,1022,Taxon_1022,P,phylum,438.0,302.0,0.4630021141649049,0.3192389006342495
SAMP_017,1023,Taxon_1023,C,class,848.0,449.0,0.8964059196617337,0.47463002114164904
SAMP_017,1024,Taxon_1024,O,order,685.0,528.0,0.7241014799154334,0.5581395348837209
SAMP_017,1026,Taxon_1026,G,genus,330.0,220.0,0.3488372093023256,0.23255813953488372
SAMP_017,1027,Taxon_1027,S,species,537.0,480.0,0.5676532769556025,0.507399577167019
SAMP_017,1028,Taxon_1028,D,D,382.0,134.0,0.40380549682875266,0.1416490486257928
SAMP_017,1029,Taxon_1029,P,phylum,114.0,72.0,0.12050739957716702,0.07610993657505286
SAMP_017,1030,Taxon_1030,C,class,893.0,692.0,0.9439746300211417,0.7315010570824524
SAMP_017,1031,Taxon_1031,O,order,481.0,400.0,0.5084566596194503,0.42283298097251587
SAMP_017,1032,Taxon_1032,F,family,283.0,190.0,0.29915433403805497,0.20084566596194503
SAMP_017,1033,Taxon_1033,G,genus,898.0,293.0,0.9492600422832981,0.3097251585623679
SAMP_017,1034,Taxon_1034,S,species,74.0,26.0,0.07822410147991543,0.02748414376321353
SAMP_017,1035,Taxon_1035,D,D,165.0,19.0,0.1744186046511628,0.0200845665961945
SAMP_017,1038,Taxon_1038,O,order,946.0,748.0,1.0,0.7906976744186046
SAMP_017,1039,Taxon_1039,F,family,601.0,117.0,0.635306553911205,0.12367864693446089
SAMP_017,1044,Taxon_1044,C,class,870.0,393.0,0.919661733615222,0.4154334038054968
SAMP_017,1045,Taxon_1045,O,order,221.0,107.0,0.23361522198731502,0.113107822410148
SAMP_017,1046,Taxon_1046,F,family,826.0,222.0,0.8731501057082452,0.2346723044397463
SAMP_017,1050,Taxon_1050,P,phylum,111.0,12.0,0.11733615221987315,0.012684989429175475
SAMP_017,1052,Taxon_1052,O,order,725.0,641.0,0.766384778012685,0.6775898520084567
SAMP_017,1053,Taxon_1053,F,family,58.0,33.0,0.0613107822410148,0.03488372093023256
SAMP_017,1054,Taxon_1054,G,genus,326.0,163.0,0.34460887949260044,0.17230443974630022
SAMP_017,1056,Taxon_1056,D,D,620.0,534.0,0.6553911205073996,0.5644820295983086
SAMP_017,1058,Taxon_1058,C,class,668.0,304.0,0.7061310782241015,0.321353065539112
SAMP_017,1061,Taxon_1061,G,genus,311.0,79.0,0.3287526427061311,0.08350951374207188
SAMP_017,1067,Taxon_1067,F,family,236.0,45.0,0.24947145877378435,0.04756871035940803
SAMP_017,1069,Taxon_1069,S,species,518.0,380.0,0.547568710359408,0.40169133192389006
SAMP_017,1070,Taxon_1070,D,D,282.0,77.0,0.29809725158562367,0.08139534883720931
SAMP_017,1074,Taxon_1074,F,family,229.0,70.0,0.24207188160676532,0.07399577167019028
SAMP_017,1077,Taxon_1077,D,D,86.0,56.0,0.09090909090909091,0.05919661733615222
SAMP_017,1078,Taxon_1078,P,phylum,552.0,431.0,0.5835095137420718,0.45560253699788583
SAMP_017,1080,Taxon_1080,O,order,842.0,559.0,0.8900634249471459,0.5909090909090909
SAMP_017,1082,Taxon_1082,G,genus,884.0,674.0,0.9344608879492601,0.7124735729386892
SAMP_017,1083,Taxon_1083,S,species,928.0,470.0,0.9809725158562368,0.49682875264270615
SAMP_017,1090,Taxon_1090,S,species,208.0,95.0,0.21987315010570824,0.10042283298097252
SAMP_017,1092,Taxon_1092,P,phylum,431.0,300.0,0.45560253699788583,0.3171247357293869
SAMP_017,1094,Taxon_1094,O,order,559.0,367.0,0.5909090909090909,0.3879492600422833
SAMP_017,1096,Taxon_1096,G,genus,2.0,1.0,0.0021141649048625794,0.0010570824524312897
SAMP_017,1099,Taxon_1099,P,phylum,445.0,374.0,0.4704016913319239,0.3953488372093023
SAMP_018,1001,Taxon_1001,P,phylum,582.0,386.0,0.5866935483870968,0.38911290322580644
SAMP_018,1002,Taxon_1002,C,class,89.0,75.0,0.08971774193548387,0.07560483870967742
SAMP_018,1006,Taxon_1006,S,species,916.0,601.0,0.9233870967741935,0.6058467741935484
SAMP_018,1007,Taxon_1007,D,D,125.0,31.0,0.12600806451612903,0.03125
SAMP_018,1008,Taxon_1008,P,phylum,955.0,166.0,0.9627016129032258,0.16733870967741934
SAMP_018,1009,Taxon_1009,C,class,208.0,109.0,0.20967741935483872,0.10987903225806452
SAMP_018,1011,Taxon_1011,F,family,73.0,13.0,0.07358870967741936,0.01310483870967742
SAMP_018,1012,Taxon_1012,G,genus,626.0,459.0,0.6310483870967742,0.4627016129032258
SAMP_018,1014,Taxon_1014,D,D,681.0,330.0,0.686491935483871,0.3326612903225806
SAMP_018,1017,Taxon_1017,O,order,715.0,476.0,0.7207661290322581,0.4798387096774194
SAMP_018,1020,Taxon_1020,S,species,552.0,312.0,0.5564516129032258,0.31451612903225806
SAMP_018,1021,Taxon_1021,D,D,31.0,6.0,0.03125,0.006048387096774193
SAMP_018,1022,Taxon_1022,P,phylum,526.0,103.0,0.530241935483871,0.10383064516129033
SAMP_018,1029,Taxon_1029,P,phylum,186.0,79.0,0.1875,0.07963709677419355
SAMP_018,1031,Taxon_1031,O,order,441.0,92.0,0.44455645161290325,0.09274193548387097
SAMP_018,1033,Taxon_1033,G,genus,638.0,478.0,0.6431451612903226,0.48185483870967744
SAMP_018,1034,Taxon_1034,S,species,291.0,89.0,0.2933467741935484,0.08971774193548387
SAMP_018,1035,Taxon_1035,D,D,113.0,81.0,0.11391129032258064,0.08165322580645161
SAMP_018,1036,Taxon_1036,P,phylum,198.0,80.0,0.19959677419354838,0.08064516129032258
SAMP_018,1038,Taxon_1038,O,order,270.0,211.0,0.2721774193548387,0.2127016129032258
SAMP_018,1040,Taxon_1040,G,genus,214.0,159.0,0.2157258064516129,0.16028225806451613
SAMP_018,1042,Taxon_1042,D,D,789.0,122.0,0.7953629032258065,0.12298387096774194
SAMP_018,1043,Taxon_1043,P,phylum,511.0,416.0,0.5151209677419355,0.41935483870967744
SAMP_018,1045,Taxon_1045,O,order,985.0,325.0,0.9929435483870968,0.3276209677419355
SAMP_018,1046,Taxon_1046,F,family,992.0,674.0,1.0,0.6794354838709677
SAMP_018,1047,Taxon_1047,G,genus,714.0,549.0,0.719758064516129,0.5534274193548387
SAMP_018,1048,Taxon_1048,S,species,73.0,57.0,0.07358870967741936,0.057459677419354836
SAMP_018,1050,Taxon_1050,P,phylum,100.0,78.0,0.10080645161290322,0.07862903225806452
SAMP_018,1053,Taxon_1053,F,family,116.0,69.0,0.11693548387096774,0.06955645161290322
SAMP_018,1060,Taxon_1060,F,family,119.0,55.0,0.11995967741935484,0.055443548387096774
SAMP_018,1061,Taxon_1061,G,genus,608.0,292.0,0.6129032258064516,0.29435483870967744
SAMP_018,1062,Taxon_1062,S,species,656.0,476.0,0.6612903225806451,0.4798387096774194
SAMP_018,1063,Taxon_1063,D,D,727.0,508.0,0.7328629032258065,0.5120967741935484
SAMP_018,1064,Taxon_1064,P,phylum,228.0,106.0,0.22983870967741934,0.10685483870967742
SAMP_018,1065,Taxon_1065,C,class,824.0,639.0,0.8306451612903226,0.6441532258064516
SAMP_018,1066,Taxon_1066,O,order,129.0,24.0,0.13004032258064516,0.024193548387096774
SAMP_018,1070,Taxon_1070,D,D,983.0,869.0,0.9909274193548387,0.876008064516129
SAMP_018,1073,Taxon_1073,O,order,336.0,141.0,0.3387096774193548,0.14213709677419356
SAMP_018,1074,Taxon_1074,F,family,272.0,119.0,0.27419354838709675,0.11995967741935484
SAMP_018,1077,Taxon_1077,D,D,367.0,197.0,0.3699596774193548,0.19858870967741934
SAMP_018,1078,Taxon_1078,P,phylum,93.0,79.0,0.09375,0.07963709677419355
SAMP_018,1079,Taxon_1079,C,class,167.0,50.0,0.16834677419354838,0.05040322580645161
SAMP_018,1082,Taxon_1082,G,genus,340.0,201.0,0.34274193548387094,0.20262096774193547
SAMP_018,1083,Taxon_1083,S,species,660.0,520.0,0.6653225806451613,0.5241935483870968
SAMP_018,1086,Taxon_1086,C,class,924.0,351.0,0.9314516129032258,0.3538306451612903
SAMP_018,1088,Taxon_1088,F,family,585.0,472.0,0.5897177419354839,0.47580645161290325
SAMP_018,1089,Taxon_1089,G,genus,876.0,249.0,0.8830645161290323,0.25100806451612906
SAMP_018,1091,Taxon_1091,D,D,273.0,244.0,0.2752016129032258,0.24596774193548387
SAMP_018,1095,Taxon_1095,F,family,100.0,32.0,0.10080645161290322,0.03225806451612903
SAMP_018,1096,Taxon_1096,G,genus,556.0,285.0,0.5604838709677419,0.2872983870967742
SAMP_018,1097,Taxon_1097,S,species,81.0,63.0,0.08165322580645161,0.06350806451612903
SAMP_019,1000,Taxon_1000,D,D,953.0,591.0,0.9714576962283384,0.6024464831804281
SAMP_019,1004,Taxon_1004,F,family,719.0,483.0,0.7329255861365953,0.4923547400611621
SAMP_019,1005,Taxon_1005,G,genus,832.0,731.0,0.8481141692150866,0.745158002038736
SAMP_019,1006,Taxon_1006,S,species,139.0,36.0,0.14169215086646278,0.03669724770642202
SAMP_019,1007,Taxon_1007,D,D,791.0,85.0,0.8063200815494393,0.08664627930682976
SAMP_019,1008,Taxon_1008,P,phylum,545.0,87.0,0.5555555555555556,0.08868501529051988
SAMP_019,1010,Taxon_1010,O,order,903.0,683.0,0.9204892966360856,0.6962283384301733
SAMP_019,1013,Taxon_1013,S,species,111.0,40.0,0.11314984709480122,0.040774719673802244
SAMP_019,1015,Taxon_1015,P,phylum,409.0,188.0,0.4169215086646279,0.19164118246687054
SAMP_019,1016,Taxon_1016,C,class,413.0,125.0,0.42099898063200814,0.127420998980632
SAMP_019,1017,Taxon_1017,O,order,181.0,69.0,0.18450560652395515,0.07033639143730887
SAMP_019,1019,Taxon_1019,G,genus,338.0,174.0,0.34454638124362896,0.17737003058103976
SAMP_019,1020,Taxon_1020,S,species,796.0,158.0,0.8114169215086646,0.16106014271151886
SAMP_019,1022,Taxon_1022,P,phylum,89.0,54.0,0.09072375127421,0.05504587155963303
SAMP_019,1026,Taxon_1026,G,genus,249.0,28.0,0.25382262996941896,0.02854230377166157
SAMP_019,1027,Taxon_1027,S,species,254.0,63.0,0.25891946992864423,0.06422018348623854
SAMP_019,1028,Taxon_1028,D,D,587.0,253.0,0.5983690112130479,0.2579001019367992
SAMP_019,1029,Taxon_1029,P,phylum,897.0,761.0,0.9143730886850153,0.7757390417940877
SAMP_019,1030,Taxon_1030,C,class,970.0,451.0,0.9887869520897044,0.4597349643221203
